Product_Name,Electronics_Stock,Unit_Price,Sales_Volume,Inventory_Value
Tefal Classic Electric Kettle (Midnight Blue) #10411,475.0,52506.12,180.0,24940407.0
Miele Max Robot Vacuum (Space Gray) #9142,349.0,35706.5,930.0,12461568.5
Sharp Classic Robot Vacuum (Rose Gold) #9663,214.0,70999.19,593.0,15193826.66
Bosch Turbo Dishwasher (Pearl White) #7595,410.0,1972.03,4.0,808532.3
Sharp Ultra OLED TV (Jet Black) #1623,175.0,249.81,123.0,43716.75
Sony Prime Dishwasher (Rose Gold) #7870,45.0,14350.0,247.0,645750.0
Daikin Pro Air Conditioner (Midnight Blue) #5813,428.0,74848.47,652.0,32035145.16
Miele Neo Dishwasher (Pearl White) #7552,288.0,38186.12,83.0,10997602.56
Mitsubishi Ultra Vacuum Cleaner (Midnight Blue) #8529,253.0,21791.83,213.0,5513332.99
Philips Neo Microwave (Midnight Blue) #6795,444.0,29330.12,615.0,13022573.28
Whirlpool Smart Vacuum Cleaner (Pearl White) #8436,41.0,50651.62,284.0,2076716.4200000002
LG Ultra Dryer (Jet Black) #5217,417.0,78142.32,494.0,32585347.44
Sony Neo Microwave (Rose Gold) #6940,321.0,62026.75,403.0,19910586.75
Bosch Neo Robot Vacuum (Midnight Blue) #9500,230.0,14937.84,706.0,3435703.2
Sharp Prime Dishwasher (Space Gray) #7428,225.0,55423.87,791.0,12470370.75
Samsung Smart Dishwasher (Rose Gold) #7826,73.0,46574.28,257.0,3399922.44
Philips Smart Dryer (Rose Gold) #5130,466.0,39603.9,894.0,18455417.400000002
Samsung Pro Vacuum Cleaner (Jet Black) #8801,219.0,24167.37,875.0,5292654.029999999
Daikin Neo Vacuum Cleaner (Rose Gold) #8753,51.0,56073.1,18.0,2859728.1
Whirlpool Elite Air Conditioner (Pearl White) #5721,124.0,41270.62,307.0,5117556.88
Sony Pro QLED TV (Arctic Silver) #2650,441.0,59777.11,898.0,26361705.51
Sony Neo Dryer (Rose Gold) #5140,288.0,74234.39,201.0,21379504.32
Miele Classic QLED TV (Jet Black) #2617,201.0,44175.87,142.0,8879349.870000001
Dyson Smart Refrigerator (Pearl White) #3029,363.0,68736.15,617.0,24951222.45
Miele Classic Robot Vacuum (Midnight Blue) #9517,247.0,60241.83,702.0,14879732.01
Sony Smart Air Conditioner (Space Gray) #5575,58.0,21783.8,522.0,1263460.4
LG Neo Dryer (Midnight Blue) #4992,158.0,26910.67,85.0,4251885.859999999
Whirlpool Ultra Vacuum Cleaner (Pearl White) #8376,454.0,73152.86,474.0,33211398.44
Mitsubishi Turbo Microwave (Jet Black) #7149,454.0,16593.94,710.0,7533648.76
Panasonic Classic Air Conditioner (Midnight Blue) #5908,374.0,15755.34,448.0,5892497.16
Samsung Smart Air Conditioner (Rose Gold) #6026,129.0,9467.59,446.0,1221319.11
Bosch Pro Robot Vacuum (Pearl White) #9260,311.0,71957.3,686.0,22378720.3
Tefal Smart Air Conditioner (Pearl White) #5731,158.0,27982.46,31.0,4421228.68
Panasonic Air Vacuum Cleaner (Midnight Blue) #8548,15.0,55433.47,783.0,831502.05
Dyson Max Robot Vacuum (Space Gray) #9134,433.0,35106.34,47.0,15201045.219999999
Samsung Classic QLED TV (Jet Black) #2606,236.0,32715.41,103.0,7720836.76
Panasonic Prime Air Conditioner (Pearl White) #5773,167.0,32293.71,997.0,5393049.57
Xiaomi Pro Robot Vacuum (Space Gray) #9109,192.0,66704.9,865.0,12807340.799999999
Tefal Air Dishwasher (Jet Black) #7951,464.0,25643.35,916.0,11898514.399999999
Dyson Pro Microwave (Jet Black) #7004,147.0,63337.75,914.0,9310649.25
Panasonic Smart Vacuum Cleaner (Rose Gold) #8728,344.0,55964.81,770.0,19251894.64
Samsung Neo Washing Machine (Arctic Silver) #4541,364.0,38734.31,946.0,14099288.84
Daikin Smart OLED TV (Midnight Blue) #1388,104.0,72950.81,836.0,7586884.24
Xiaomi Turbo QLED TV (Arctic Silver) #2794,308.0,16304.03,158.0,5021641.24
Samsung Max Robot Vacuum (Jet Black) #9731,410.0,13750.21,111.0,5637586.1
Mitsubishi Classic Air Conditioner (Midnight Blue) #5919,28.0,59222.14,381.0,1658219.92
LG Turbo Microwave (Space Gray) #6537,262.0,52477.85,449.0,13749196.7
LG Prime Dryer (Pearl White) #4872,332.0,10645.17,235.0,3534196.44
Panasonic Ultra Robot Vacuum (Arctic Silver) #9868,342.0,12955.46,42.0,4430767.319999999
Dyson Pro Refrigerator (Rose Gold) #3254,359.0,5646.26,475.0,2027007.34
Hitachi Classic Washing Machine (Jet Black) #4412,71.0,68842.55,655.0,4887821.05
Mitsubishi Air Microwave (Space Gray) #6459,396.0,79675.94,546.0,31551672.240000002
Philips Pro Air Conditioner (Rose Gold) #5955,391.0,23387.83,209.0,9144641.530000001
Samsung Air Vacuum Cleaner (Pearl White) #8396,209.0,75387.64,596.0,15756016.76
Mitsubishi Pro Microwave (Space Gray) #6414,221.0,55820.88,326.0,12336414.479999999
Dyson Air Vacuum Cleaner (Pearl White) #8399,416.0,69465.0,985.0,28897440.0
Dyson Elite Vacuum Cleaner (Pearl White) #8414,397.0,12964.42,751.0,5146874.74
Bosch Neo Electric Kettle (Space Gray) #10100,290.0,60481.7,962.0,17539693.0
Tefal Air Air Conditioner (Midnight Blue) #5851,444.0,23240.03,752.0,10318573.32
Sony Smart Refrigerator (Pearl White) #3025,263.0,7132.71,53.0,1875902.73
Philips Elite Refrigerator (Arctic Silver) #3615,123.0,49453.97,862.0,6082838.3100000005
Sharp Max Vacuum Cleaner (Pearl White) #8388,273.0,72224.85,408.0,19717384.05
Samsung Smart Washing Machine (Pearl White) #3926,111.0,60023.89,869.0,6662651.79
Whirlpool Elite QLED TV (Pearl White) #2121,298.0,22166.15,521.0,6605512.7
Sony Elite Washing Machine (Pearl White) #3910,469.0,38311.72,35.0,17968196.68
Samsung Air Robot Vacuum (Space Gray) #9146,419.0,54042.43,388.0,22643778.17
Panasonic Max Vacuum Cleaner (Pearl White) #8383,383.0,74065.6,295.0,28367124.8
LG Max Washing Machine (Arctic Silver) #4482,34.0,4503.56,656.0,153121.04
Sony Air OLED TV (Arctic Silver) #1795,259.0,25485.22,991.0,6600671.98
Sony Smart QLED TV (Jet Black) #2575,148.0,54888.29,14.0,8123466.92
Whirlpool Ultra Microwave (Arctic Silver) #7176,266.0,39483.02,571.0,10502483.319999998
Whirlpool Classic Microwave (Arctic Silver) #7266,14.0,35317.89,975.0,494450.45999999996
Daikin Air Refrigerator (Jet Black) #3458,383.0,78569.1,714.0,30091965.3
Miele Pro Washing Machine (Jet Black) #4312,178.0,66845.87,430.0,11898564.86
Sharp Air QLED TV (Midnight Blue) #2253,359.0,55047.65,243.0,19762106.35
Xiaomi Smart Dishwasher (Rose Gold) #7834,68.0,78408.62,540.0,5331786.16
Dyson Neo Robot Vacuum (Jet Black) #9794,224.0,74856.4,261.0,16767833.599999998
Miele Smart Dryer (Pearl White) #4837,193.0,66847.76,111.0,12901617.68
Panasonic Air Dryer (Arctic Silver) #5398,376.0,1689.71,104.0,635330.96
Bosch Turbo Washing Machine (Arctic Silver) #4595,343.0,38858.51,268.0,13328468.930000002
Tefal Ultra Dishwasher (Midnight Blue) #7621,372.0,44748.65,916.0,16646497.8
Miele Prime Robot Vacuum (Pearl White) #9382,178.0,20172.89,121.0,3590774.42
Xiaomi Ultra Refrigerator (Midnight Blue) #3124,113.0,44378.98,918.0,5014824.74
Daikin Smart Washing Machine (Rose Gold) #4238,255.0,55198.11,239.0,14075518.05
Panasonic Pro Microwave (Space Gray) #6403,209.0,28565.93,675.0,5970279.37
Daikin Turbo Microwave (Rose Gold) #6998,47.0,67285.85,388.0,3162434.95
Daikin Smart Microwave (Rose Gold) #6938,192.0,43122.31,172.0,8279483.52
Philips Neo Refrigerator (Pearl White) #3045,83.0,4411.03,793.0,366115.49
Panasonic Smart QLED TV (Jet Black) #2578,41.0,12622.37,648.0,517517.17000000004
Mitsubishi Pro OLED TV (Space Gray) #1014,484.0,69988.65,453.0,33874506.599999994
Panasonic Prime Refrigerator (Arctic Silver) #3673,6.0,15719.82,386.0,94318.92
Whirlpool Classic Dishwasher (Jet Black) #8016,384.0,48353.68,632.0,18567813.12
Philips Ultra Robot Vacuum (Jet Black) #9720,90.0,77107.2,740.0,6939648.0
Mitsubishi Turbo Robot Vacuum (Jet Black) #9849,259.0,43721.56,109.0,11323884.04
Miele Pro Air Conditioner (Midnight Blue) #5812,185.0,54483.34,287.0,10079417.899999999
Dyson Max QLED TV (Pearl White) #2084,328.0,40821.7,162.0,13389517.6
Panasonic Max Air Conditioner (Rose Gold) #5983,316.0,147.5,5.0,46610.0
Sony Classic Dishwasher (Arctic Silver) #8155,216.0,6380.91,605.0,1378276.56
Dyson Max Washing Machine (Pearl White) #3884,22.0,67213.48,397.0,1478696.5599999998
Panasonic Max OLED TV (Midnight Blue) #1333,362.0,34016.83,723.0,12314092.46
Dyson Pro Vacuum Cleaner (Space Gray) #8204,38.0,9826.12,33.0,373392.56000000006
LG Ultra Dryer (Arctic Silver) #5367,285.0,23430.74,635.0,6677760.9
Dyson Smart Washing Machine (Midnight Blue) #4079,417.0,54503.06,728.0,22727776.02
Panasonic Pro Vacuum Cleaner (Space Gray) #8203,248.0,68044.78,940.0,16875105.44
Xiaomi Pro Air Purifier (Space Gray) #10909,207.0,9105.15,20.0,1884766.0499999998
Mitsubishi Pro Robot Vacuum (Arctic Silver) #9864,74.0,53708.25,294.0,3974410.5
Sharp Classic OLED TV (Pearl White) #1263,375.0,73019.53,252.0,27382323.75
LG Turbo Dryer (Jet Black) #5337,452.0,37593.33,17.0,16992185.16
Sony Air Robot Vacuum (Arctic Silver) #9895,54.0,32097.77,589.0,1733279.58
LG Air Robot Vacuum (Midnight Blue) #9447,204.0,18604.19,30.0,3795254.76
Sharp Air Microwave (Rose Gold) #6903,20.0,16408.11,980.0,328162.2
Daikin Turbo QLED TV (Rose Gold) #2498,84.0,75297.28,476.0,6324971.52
Philips Turbo Dryer (Rose Gold) #5190,415.0,54624.41,937.0,22669130.150000002
Sony Turbo Vacuum Cleaner (Pearl White) #8485,466.0,641.39,150.0,298887.74
Daikin Max Electric Kettle (Jet Black) #10643,141.0,70186.11,394.0,9896241.51
Sony Elite Robot Vacuum (Pearl White) #9310,97.0,77755.79,187.0,7542311.629999999
Sony Neo Vacuum Cleaner (Midnight Blue) #8590,18.0,59716.82,313.0,1074902.76
Philips Air OLED TV (Rose Gold) #1500,196.0,3774.3,126.0,739762.8
Philips Pro Electric Kettle (Pearl White) #10155,494.0,22422.75,542.0,11076838.5
Xiaomi Classic Electric Kettle (Midnight Blue) #10414,241.0,25575.29,641.0,6163644.890000001
Philips Neo Washing Machine (Midnight Blue) #4095,35.0,62063.87,388.0,2172235.45
Whirlpool Prime Air Conditioner (Space Gray) #5631,51.0,65515.71,727.0,3341301.21
Hitachi Elite OLED TV (Midnight Blue) #1367,371.0,17821.93,399.0,6611936.03
Sharp Pro Dryer (Rose Gold) #5058,222.0,24275.54,446.0,5389169.88
Mitsubishi Elite Robot Vacuum (Space Gray) #9174,355.0,68043.61,454.0,24155481.55
Bosch Prime Air Conditioner (Space Gray) #5630,495.0,65254.79,438.0,32301121.05
Bosch Elite Microwave (Jet Black) #7070,119.0,27073.18,650.0,3221708.42
Xiaomi Classic Refrigerator (Arctic Silver) #3664,193.0,42179.01,353.0,8140548.930000001
Tefal Prime QLED TV (Space Gray) #2026,477.0,24782.44,325.0,11821223.879999999
Daikin Air Microwave (Rose Gold) #6908,183.0,21635.64,636.0,3959322.12
Bosch Neo Air Conditioner (Rose Gold) #6050,276.0,6152.37,600.0,1698054.1199999999
Daikin Ultra Dishwasher (Space Gray) #7328,382.0,36776.33,580.0,14048558.06
Daikin Prime Electric Kettle (Jet Black) #10733,413.0,43595.76,604.0,18005048.880000003
Whirlpool Max QLED TV (Arctic Silver) #2691,388.0,61971.83,230.0,24045070.04
Daikin Elite OLED TV (Jet Black) #1673,316.0,55272.2,468.0,17466015.2
Hitachi Ultra Microwave (Pearl White) #6572,356.0,4128.52,329.0,1469753.12
Tefal Elite Microwave (Midnight Blue) #6766,294.0,41661.15,164.0,12248378.1
Whirlpool Air Air Conditioner (Jet Black) #6156,30.0,48060.11,154.0,1441803.3
Daikin Prime OLED TV (Jet Black) #1733,129.0,48079.75,255.0,6202287.75
Samsung Smart Washing Machine (Arctic Silver) #4526,149.0,7432.87,274.0,1107497.63
Daikin Classic OLED TV (Rose Gold) #1568,441.0,79129.41,290.0,34896069.81
Hitachi Max Electric Kettle (Pearl White) #10187,73.0,47791.0,813.0,3488743.0
Miele Elite Washing Machine (Pearl White) #3922,173.0,17216.23,112.0,2978407.79
Tefal Classic Vacuum Cleaner (Jet Black) #8911,474.0,12983.88,331.0,6154359.119999999
Daikin Air QLED TV (Jet Black) #2558,492.0,32585.92,799.0,16032272.639999999
Whirlpool Neo OLED TV (Space Gray) #1101,363.0,53881.83,188.0,19559104.29
Hitachi Pro Washing Machine (Midnight Blue) #4007,257.0,58914.82,314.0,15141108.74
Samsung Pro Vacuum Cleaner (Space Gray) #8201,171.0,50297.64,911.0,8600896.44
Panasonic Pro OLED TV (Midnight Blue) #1303,379.0,57081.05,375.0,21633717.95
Samsung Smart OLED TV (Space Gray) #1076,245.0,23879.79,763.0,5850548.55
Dyson Pro Dishwasher (Rose Gold) #7754,451.0,77602.97,407.0,34998939.47
Dyson Smart Robot Vacuum (Rose Gold) #9629,415.0,15600.88,890.0,6474365.199999999
Sharp Pro QLED TV (Midnight Blue) #2208,156.0,20535.97,660.0,3203611.3200000003
LG Neo Vacuum Cleaner (Rose Gold) #8742,93.0,76120.94,23.0,7079247.42
Xiaomi Classic Robot Vacuum (Space Gray) #9214,269.0,79508.31,700.0,21387735.39
Dyson Neo Robot Vacuum (Arctic Silver) #9944,298.0,69890.53,164.0,20827377.94
Daikin Pro Robot Vacuum (Midnight Blue) #9413,323.0,54146.6,112.0,17489351.8
Philips Prime QLED TV (Arctic Silver) #2775,162.0,62917.76,504.0,10192677.120000001
Sharp Ultra Washing Machine (Arctic Silver) #4473,249.0,8954.97,121.0,2229787.53
Panasonic Max OLED TV (Rose Gold) #1483,14.0,8093.14,344.0,113303.96
Mitsubishi Smart Refrigerator (Midnight Blue) #3189,202.0,1024.9,425.0,207029.80000000002
Samsung Air OLED TV (Midnight Blue) #1346,172.0,57955.88,554.0,9968411.36
Tefal Smart Microwave (Space Gray) #6481,495.0,29397.31,381.0,14551668.450000001
Tefal Classic Robot Vacuum (Pearl White) #9361,349.0,79109.1,313.0,27609075.900000002
LG Prime QLED TV (Rose Gold) #2472,267.0,64402.25,235.0,17195400.75
Sony Pro Air Conditioner (Jet Black) #6100,329.0,41356.09,773.0,13606153.61
Sony Ultra Dishwasher (Rose Gold) #7765,208.0,7221.22,102.0,1502013.76
Tefal Pro Robot Vacuum (Jet Black) #9706,240.0,71985.73,782.0,17276575.2
Xiaomi Prime Air Conditioner (Midnight Blue) #5929,25.0,14546.12,780.0,363653.0
Mitsubishi Ultra Dishwasher (Space Gray) #7329,79.0,61012.43,781.0,4819981.97
Mitsubishi Air Refrigerator (Arctic Silver) #3609,295.0,43160.23,762.0,12732267.850000001
Panasonic Pro OLED TV (Space Gray) #1003,175.0,49386.36,943.0,8642613.0
Sharp Classic Refrigerator (Midnight Blue) #3213,2.0,13748.19,881.0,27496.38
Miele Ultra Air Conditioner (Midnight Blue) #5827,218.0,43978.21,15.0,9587249.78
Samsung Classic OLED TV (Arctic Silver) #1856,249.0,35505.12,98.0,8840774.88
LG Smart Dishwasher (Jet Black) #7977,69.0,61463.44,606.0,4240977.36
Philips Max Microwave (Rose Gold) #6885,59.0,21215.62,437.0,1251721.5799999998
Xiaomi Ultra OLED TV (Jet Black) #1624,402.0,42315.35,282.0,17010770.7
Philips Turbo OLED TV (Pearl White) #1290,55.0,64160.03,621.0,3528801.65
Sharp Elite Refrigerator (Pearl White) #3018,434.0,14773.42,267.0,6411664.28
Sharp Elite OLED TV (Jet Black) #1668,416.0,21364.57,966.0,8887661.12
Whirlpool Elite Robot Vacuum (Arctic Silver) #9921,327.0,37980.31,109.0,12419561.37
Mitsubishi Pro Robot Vacuum (Pearl White) #9264,61.0,18039.89,553.0,1100433.29
Tefal Neo Electric Kettle (Jet Black) #10696,448.0,71819.76,259.0,32175252.479999997
Whirlpool Prime QLED TV (Jet Black) #2631,330.0,61861.29,96.0,20414225.7
Bosch Elite Air Conditioner (Jet Black) #6170,459.0,57256.19,571.0,26280591.21
Philips Pro Vacuum Cleaner (Space Gray) #8205,132.0,7779.82,811.0,1026936.24
LG Prime Refrigerator (Jet Black) #3522,4.0,78386.86,311.0,313547.44
Bosch Classic Refrigerator (Midnight Blue) #3215,413.0,64398.75,70.0,26596683.75
Sharp Elite Dishwasher (Jet Black) #7968,11.0,56741.58,803.0,624157.38
Samsung Air Dishwasher (Pearl White) #7496,166.0,13549.55,859.0,2249225.3
Panasonic Elite Microwave (Arctic Silver) #7213,46.0,56519.08,718.0,2599877.68
Miele Prime Dishwasher (Jet Black) #8032,127.0,12328.28,122.0,1565691.56
Bosch Elite Vacuum Cleaner (Pearl White) #8420,226.0,19503.68,453.0,4407831.68
Miele Air QLED TV (Pearl White) #2107,305.0,24959.78,294.0,7612732.899999999
Sony Pro OLED TV (Rose Gold) #1450,453.0,66189.84,113.0,29983997.52
Dyson Turbo Microwave (Arctic Silver) #7289,259.0,19337.54,678.0,5008422.86
Tefal Elite Air Purifier (Space Gray) #10966,433.0,53038.89,900.0,22965839.37
Sony Turbo OLED TV (Space Gray) #1135,477.0,61429.37,303.0,29301809.490000002
Sony Turbo QLED TV (Arctic Silver) #2785,380.0,68101.27,570.0,25878482.6
Mitsubishi Neo Washing Machine (Jet Black) #4404,238.0,12337.21,296.0,2936255.98
Whirlpool Air Washing Machine (Pearl White) #3906,468.0,21282.69,959.0,9960298.92
Xiaomi Air Robot Vacuum (Pearl White) #9304,11.0,44849.68,149.0,493346.48
Hitachi Turbo Vacuum Cleaner (Pearl White) #8492,272.0,17937.36,721.0,4878961.92
Bosch Neo Microwave (Jet Black) #7100,4.0,30789.24,711.0,123156.96
Dyson Pro Air Conditioner (Space Gray) #5504,257.0,19108.59,863.0,4910907.63
Daikin Neo Air Conditioner (Rose Gold) #6053,381.0,25741.26,547.0,9807420.059999999
Sony Classic Air Conditioner (Jet Black) #6205,362.0,76793.04,827.0,27799080.479999997
Sony Max Dryer (Rose Gold) #5080,160.0,75920.91,605.0,12147345.600000001
Panasonic Ultra Dishwasher (Jet Black) #7918,293.0,21676.6,846.0,6351243.8
Hitachi Air Dishwasher (Rose Gold) #7802,85.0,51556.98,490.0,4382343.3
Samsung Classic Air Conditioner (Jet Black) #6206,171.0,15421.37,972.0,2637054.27
Hitachi Smart OLED TV (Rose Gold) #1532,204.0,75921.96,306.0,15488079.840000002
Sony Max Air Conditioner (Midnight Blue) #5830,486.0,11269.8,895.0,5477122.8
Panasonic Turbo Dryer (Midnight Blue) #5038,23.0,46493.19,786.0,1069343.37
Dyson Max Dryer (Rose Gold) #5084,165.0,7735.21,990.0,1276309.65
Xiaomi Air Washing Machine (Rose Gold) #4204,144.0,37279.57,526.0,5368258.08
Sony Elite Dishwasher (Arctic Silver) #8110,351.0,70602.87,514.0,24781607.369999997
Sony Max OLED TV (Midnight Blue) #1330,450.0,64466.69,477.0,29010010.5
Hitachi Pro Air Conditioner (Rose Gold) #5957,264.0,77985.9,393.0,20588277.599999998
Panasonic Max Washing Machine (Midnight Blue) #4033,117.0,43542.96,890.0,5094526.32
Dyson Max Vacuum Cleaner (Rose Gold) #8684,386.0,61178.2,244.0,23614785.2
Hitachi Neo QLED TV (Jet Black) #2597,330.0,7788.45,406.0,2570188.5
Dyson Ultra Air Purifier (Space Gray) #10919,218.0,25919.82,609.0,5650520.76
Miele Turbo Washing Machine (Arctic Silver) #4597,173.0,2001.24,329.0,346214.52
Sharp Max Electric Kettle (Space Gray) #10038,50.0,4573.57,575.0,228678.5
Tefal Air Vacuum Cleaner (Arctic Silver) #9001,59.0,56653.73,109.0,3342570.0700000003
Philips Turbo OLED TV (Rose Gold) #1590,317.0,63179.7,153.0,20027964.9
LG Air OLED TV (Jet Black) #1647,7.0,11480.6,869.0,80364.2
Miele Neo Electric Kettle (Space Gray) #10102,360.0,63412.54,818.0,22828514.4
Philips Elite Vacuum Cleaner (Arctic Silver) #9015,29.0,71867.49,291.0,2084157.2100000002
Tefal Ultra Dryer (Pearl White) #4771,278.0,33845.98,387.0,9409182.440000001
Xiaomi Max Electric Kettle (Space Gray) #10039,284.0,19328.96,928.0,5489424.64
Miele Prime Air Conditioner (Rose Gold) #6082,451.0,73653.53,604.0,33217742.03
Hitachi Smart Vacuum Cleaner (Jet Black) #8882,403.0,10713.88,452.0,4317693.64
LG Elite Electric Kettle (Midnight Blue) #10362,301.0,17273.54,395.0,5199335.54
Bosch Pro Dryer (Jet Black) #5210,210.0,77750.15,709.0,16327531.499999998
Mitsubishi Prime Robot Vacuum (Jet Black) #9834,20.0,40054.7,271.0,801094.0
Mitsubishi Turbo Robot Vacuum (Rose Gold) #9699,205.0,71049.17,19.0,14565079.85
Bosch Turbo QLED TV (Arctic Silver) #2795,449.0,72844.04,494.0,32706973.959999997
Tefal Max Refrigerator (Arctic Silver) #3586,407.0,70567.11,238.0,28720813.77
Sony Classic Robot Vacuum (Pearl White) #9355,227.0,74926.25,453.0,17008258.75
Tefal Elite Refrigerator (Rose Gold) #3316,423.0,71786.96,460.0,30365884.080000002
Sony Turbo Dryer (Rose Gold) #5185,396.0,24877.81,600.0,9851612.76
Hitachi Prime Robot Vacuum (Jet Black) #9827,63.0,72859.08,225.0,4590122.04
Hitachi Ultra Dishwasher (Arctic Silver) #8072,424.0,61171.07,460.0,25936533.68
Mitsubishi Prime Air Conditioner (Jet Black) #6234,78.0,51809.92,81.0,4041173.76
Daikin Max Robot Vacuum (Jet Black) #9743,444.0,65602.46,502.0,29127492.240000002
Sony Prime Robot Vacuum (Rose Gold) #9670,74.0,37389.5,308.0,2766823.0
Daikin Classic Air Conditioner (Pearl White) #5768,318.0,8283.56,65.0,2634172.0799999996
Miele Elite Air Purifier (Space Gray) #10972,77.0,7840.05,96.0,603683.85
Dyson Neo Dishwasher (Arctic Silver) #8144,155.0,44684.29,541.0,6926064.95
Panasonic Elite Washing Machine (Pearl White) #3913,235.0,77896.16,134.0,18305597.6
Samsung Prime Electric Kettle (Arctic Silver) #10871,305.0,24106.91,554.0,7352607.55
Sharp Turbo Electric Kettle (Arctic Silver) #10893,417.0,15878.2,992.0,6621209.4
Philips Prime Refrigerator (Pearl White) #3075,338.0,45159.3,905.0,15263843.4
Miele Neo Dryer (Jet Black) #5302,13.0,12574.41,849.0,163467.33
LG Prime Microwave (Midnight Blue) #6822,125.0,22500.97,96.0,2812621.25
Dyson Air Refrigerator (Midnight Blue) #3149,469.0,72168.86,184.0,33847195.34
Xiaomi Turbo OLED TV (Space Gray) #1144,352.0,12625.47,696.0,4444165.4399999995
Daikin Pro Air Conditioner (Rose Gold) #5963,440.0,67878.54,377.0,29866557.599999998
Mitsubishi Air Robot Vacuum (Space Gray) #9159,456.0,46563.1,25.0,21232773.599999998
Sony Max Electric Kettle (Space Gray) #10030,385.0,57651.07,709.0,22195661.95
Philips Prime Air Conditioner (Pearl White) #5775,8.0,9967.3,280.0,79738.4
Sharp Smart Robot Vacuum (Arctic Silver) #9933,211.0,70866.75,489.0,14952884.25
Xiaomi Neo Vacuum Cleaner (Rose Gold) #8749,165.0,61019.68,317.0,10068247.2
Panasonic Smart Electric Kettle (Arctic Silver) #10828,337.0,14686.14,462.0,4949229.18
Dyson Elite Electric Kettle (Pearl White) #10214,144.0,18712.88,47.0,2694654.72
